Name;Origin;PartOfHistory;Version;Domain;Format;Extension;Year;Keywords;Hierarchy;Source;Publication;Path;DescribingPath;NumberOfFeatures;NumberOfLeafFeatures;NumberOfTopFeatures;#Constraints;AverageConstraintSize;CtcDensity;FeaturesInConstraintsDensity;TreeDepth;AverageNumberOfChildren;NumberOfClauses;NumberOfLiterals;ClauseDensity;RatioOptionalFeatures;ConnectivityDensity;Void;#CORE;#Dead;NumberOfValidConfigurations;SimpleCyclomaticComplexity;IndependentCyclomaticComplexity
CVE;VarelaVaca2020;False;2008-0414;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-0414.afm;security/CVE/VarelaVaca2020-2008-0414;103.0;92.0;4.0;80.0;2.175;0.776699029126214;0.844660194174757;5.0;9.27272727272727;2218.0;4529.0;0.489732832854935;0.932038834951456;2201.0;True;7.0;7.0;352;2099.0;2014.0
CVE;VarelaVaca2020;False;2008-0415;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-0415.afm;security/CVE/VarelaVaca2020-2008-0415;151.0;137.0;4.0;118.0;2.55084745762712;0.781456953642384;0.880794701986755;5.0;10.7142857142857;3024.0;6216.0;0.486486486486487;0.95364238410596;2994.0;True;7.0;7.0;544;2844.0;2725.0
CVE;VarelaVaca2020;False;2008-0416;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-0416.afm;security/CVE/VarelaVaca2020-2008-0416;151.0;137.0;4.0;118.0;2.55084745762712;0.781456953642384;0.880794701986755;5.0;10.7142857142857;3024.0;6216.0;0.486486486486487;0.95364238410596;2994.0;True;7.0;7.0;544;2844.0;2728.0
CVE;VarelaVaca2020;False;2008-0418;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-0418.afm;security/CVE/VarelaVaca2020-2008-0418;152.0;137.0;4.0;118.0;2.55084745762712;0.776315789473684;0.875;5.0;10.0666666666667;3026.0;6220.0;0.486495176848875;0.953947368421053;2995.0;True;7.0;7.0;544;2844.0;2773.0
CVE;VarelaVaca2020;False;2008-0419;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-0419.afm;security/CVE/VarelaVaca2020-2008-0419;103.0;92.0;4.0;80.0;2.175;0.776699029126214;0.844660194174757;5.0;9.27272727272727;2218.0;4529.0;0.489732832854935;0.932038834951456;2201.0;True;7.0;7.0;352;2099.0;2009.0
CVE;VarelaVaca2020;False;2008-0420;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-0420.afm;security/CVE/VarelaVaca2020-2008-0420;151.0;137.0;4.0;118.0;2.55084745762712;0.781456953642384;0.880794701986755;5.0;10.7142857142857;3024.0;6216.0;0.486486486486487;0.95364238410596;2994.0;True;7.0;7.0;544;2844.0;2722.0
CVE;VarelaVaca2020;False;2008-0592;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-0592.afm;security/CVE/VarelaVaca2020-2008-0592;103.0;92.0;4.0;80.0;2.175;0.776699029126214;0.844660194174757;5.0;9.27272727272727;2218.0;4529.0;0.489732832854935;0.932038834951456;2201.0;True;7.0;7.0;352;2099.0;2014.0
CVE;VarelaVaca2020;False;2008-0593;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-0593.afm;security/CVE/VarelaVaca2020-2008-0593;114.0;103.0;4.0;91.0;2.15384615384615;0.798245614035088;0.859649122807017;5.0;10.2727272727273;2504.0;5112.0;0.489827856025039;0.93859649122807;2487.0;True;7.0;7.0;396;2374.0;2285.0
CVE;VarelaVaca2020;False;2008-1233;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-1233.afm;security/CVE/VarelaVaca2020-2008-1233;154.0;140.0;4.0;121.0;2.53719008264463;0.785714285714286;0.883116883116883;5.0;10.9285714285714;3147.0;6465.0;0.48677494199536;0.954545454545455;3117.0;True;7.0;7.0;556;2964.0;2845.0
CVE;VarelaVaca2020;False;2008-1234;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-1234.afm;security/CVE/VarelaVaca2020-2008-1234;154.0;140.0;4.0;121.0;2.53719008264463;0.785714285714286;0.883116883116883;5.0;10.9285714285714;3147.0;6465.0;0.48677494199536;0.954545454545455;3117.0;True;7.0;7.0;556;2964.0;2828.0
CVE;VarelaVaca2020;False;2008-1235;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-1235.afm;security/CVE/VarelaVaca2020-2008-1235;155.0;141.0;4.0;122.0;2.5327868852459;0.787096774193548;0.883870967741935;5.0;11.0;3187.0;6546.0;0.486862205927284;0.954838709677419;3157.0;True;7.0;7.0;560;3003.0;2874.0
CVE;VarelaVaca2020;False;2008-1236;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-1236.afm;security/CVE/VarelaVaca2020-2008-1236;154.0;140.0;4.0;121.0;2.53719008264463;0.785714285714286;0.883116883116883;5.0;10.9285714285714;3147.0;6465.0;0.48677494199536;0.954545454545455;3117.0;True;7.0;7.0;556;2964.0;2860.0
CVE;VarelaVaca2020;False;2008-1237;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-1237.afm;security/CVE/VarelaVaca2020-2008-1237;154.0;140.0;4.0;121.0;2.53719008264463;0.785714285714286;0.883116883116883;5.0;10.9285714285714;3147.0;6465.0;0.48677494199536;0.954545454545455;3117.0;True;7.0;7.0;556;2964.0;2901.0
CVE;VarelaVaca2020;False;2008-1238;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-1238.afm;security/CVE/VarelaVaca2020-2008-1238;105.0;94.0;4.0;82.0;2.17073170731707;0.780952380952381;0.847619047619048;5.0;9.45454545454546;2302.0;4699.0;0.489891466269419;0.933333333333333;2285.0;True;7.0;7.0;360;2181.0;2163.0
CVE;VarelaVaca2020;False;2008-1240;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-1240.afm;security/CVE/VarelaVaca2020-2008-1240;105.0;94.0;4.0;82.0;2.17073170731707;0.780952380952381;0.847619047619048;5.0;9.45454545454546;2302.0;4699.0;0.489891466269419;0.933333333333333;2285.0;True;7.0;7.0;360;2181.0;2099.0
CVE;VarelaVaca2020;False;2008-1241;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-1241.afm;security/CVE/VarelaVaca2020-2008-1241;105.0;94.0;4.0;82.0;2.17073170731707;0.780952380952381;0.847619047619048;5.0;9.45454545454546;2302.0;4699.0;0.489891466269419;0.933333333333333;2285.0;True;7.0;7.0;360;2181.0;2159.0
CVE;VarelaVaca2020;False;2008-1380;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-1380.afm;security/CVE/VarelaVaca2020-2008-1380;164.0;150.0;4.0;129.0;2.62015503875969;0.786585365853659;0.890243902439024;5.0;11.6428571428571;3485.0;7160.0;0.486731843575419;0.957317073170732;3452.0;True;7.0;7.0;600;3289.0;3161.0
CVE;VarelaVaca2020;False;2008-2785;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-2785.afm;security/CVE/VarelaVaca2020-2008-2785;161.0;147.0;4.0;128.0;2.5078125;0.795031055900621;0.888198757763975;5.0;11.4285714285714;3494.0;7166.0;0.487580240022328;0.956521739130435;3464.0;True;7.0;7.0;584;3304.0;3172.0
CVE;VarelaVaca2020;False;2008-2798;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-2798.afm;security/CVE/VarelaVaca2020-2008-2798;164.0;150.0;4.0;131.0;2.49618320610687;0.798780487804878;0.890243902439024;5.0;11.6428571428571;3599.0;7379.0;0.487735465510232;0.957317073170732;3569.0;True;7.0;7.0;596;3406.0;3270.0
CVE;VarelaVaca2020;False;2008-2799;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-2799.afm;security/CVE/VarelaVaca2020-2008-2799;164.0;150.0;4.0;131.0;2.49618320610687;0.798780487804878;0.890243902439024;5.0;11.6428571428571;3599.0;7379.0;0.487735465510232;0.957317073170732;3569.0;True;7.0;7.0;596;3406.0;3269.0
CVE;VarelaVaca2020;False;2008-2801;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-2801.afm;security/CVE/VarelaVaca2020-2008-2801;108.0;97.0;4.0;85.0;2.16470588235294;0.787037037037037;0.851851851851852;5.0;9.72727272727273;2453.0;5004.0;0.490207833733014;0.935185185185185;2436.0;True;7.0;7.0;372;2329.0;2245.0
CVE;VarelaVaca2020;False;2008-2802;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-2802.afm;security/CVE/VarelaVaca2020-2008-2802;164.0;150.0;4.0;131.0;2.49618320610687;0.798780487804878;0.890243902439024;5.0;11.6428571428571;3599.0;7379.0;0.487735465510232;0.957317073170732;3569.0;True;7.0;7.0;596;3406.0;3337.0
CVE;VarelaVaca2020;False;2008-2803;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-2803.afm;security/CVE/VarelaVaca2020-2008-2803;164.0;150.0;4.0;131.0;2.49618320610687;0.798780487804878;0.890243902439024;5.0;11.6428571428571;3599.0;7379.0;0.487735465510232;0.957317073170732;3569.0;True;7.0;7.0;596;3406.0;3274.0
CVE;VarelaVaca2020;False;2008-2805;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-2805.afm;security/CVE/VarelaVaca2020-2008-2805;108.0;97.0;4.0;85.0;2.16470588235294;0.787037037037037;0.851851851851852;5.0;9.72727272727273;2453.0;5004.0;0.490207833733014;0.935185185185185;2436.0;True;7.0;7.0;372;2329.0;2307.0
CVE;VarelaVaca2020;False;2008-2807;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-2807.afm;security/CVE/VarelaVaca2020-2008-2807;108.0;97.0;4.0;85.0;2.16470588235294;0.787037037037037;0.851851851851852;5.0;9.72727272727273;2453.0;5004.0;0.490207833733014;0.935185185185185;2436.0;True;7.0;7.0;372;2329.0;2237.0
CVE;VarelaVaca2020;False;2008-2810;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-2810.afm;security/CVE/VarelaVaca2020-2008-2810;108.0;97.0;4.0;85.0;2.16470588235294;0.787037037037037;0.851851851851852;5.0;9.72727272727273;2453.0;5004.0;0.490207833733014;0.935185185185185;2436.0;True;7.0;7.0;372;2329.0;2241.0
CVE;VarelaVaca2020;False;2008-2811;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-2811.afm;security/CVE/VarelaVaca2020-2008-2811;164.0;150.0;4.0;131.0;2.49618320610687;0.798780487804878;0.890243902439024;5.0;11.6428571428571;3599.0;7379.0;0.487735465510232;0.957317073170732;3569.0;True;7.0;7.0;596;3406.0;3275.0
CVE;VarelaVaca2020;False;2008-3835;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-3835.afm;security/CVE/VarelaVaca2020-2008-3835;192.0;178.0;4.0;158.0;2.43037974683544;0.822916666666667;0.90625;5.0;13.6428571428571;5079.0;10369.0;0.489825441219018;0.963541666666667;5049.0;True;7.0;7.0;708;4858.0;4753.0
CVE;VarelaVaca2020;False;2008-3837;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-3837.afm;security/CVE/VarelaVaca2020-2008-3837;129.0;111.0;6.0;97.0;2.17525773195876;0.751937984496124;0.829457364341085;5.0;7.11111111111111;2820.0;5755.0;0.490008688097307;0.062015503875969;2797.0;True;1.0;1.0;6;2669.0;2572.0
CVE;VarelaVaca2020;False;2008-4058;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-4058.afm;security/CVE/VarelaVaca2020-2008-4058;180.0;159.0;6.0;138.0;2.49275362318841;0.766666666666667;0.866666666666667;5.0;8.52380952380952;3746.0;7685.0;0.487443070917372;0.0444444444444444;3710.0;True;1.0;1.0;6;3531.0;3385.0
CVE;VarelaVaca2020;False;2008-4060;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-4060.afm;security/CVE/VarelaVaca2020-2008-4060;194.0;180.0;4.0;160.0;2.425;0.824742268041237;0.907216494845361;5.0;13.7857142857143;5218.0;10649.0;0.48999906094469;0.963917525773196;5188.0;True;7.0;7.0;716;4995.0;4945.0
CVE;VarelaVaca2020;False;2008-4061;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-4061.afm;security/CVE/VarelaVaca2020-2008-4061;180.0;159.0;6.0;138.0;2.49275362318841;0.766666666666667;0.866666666666667;5.0;8.52380952380952;3746.0;7685.0;0.487443070917372;0.0444444444444444;3710.0;True;1.0;1.0;6;3531.0;3457.0
CVE;VarelaVaca2020;False;2008-4062;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-4062.afm;security/CVE/VarelaVaca2020-2008-4062;180.0;159.0;6.0;138.0;2.49275362318841;0.766666666666667;0.866666666666667;5.0;8.52380952380952;3746.0;7685.0;0.487443070917372;0.0444444444444444;3710.0;True;1.0;1.0;6;3531.0;3507.0
CVE;VarelaVaca2020;False;2008-4065;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-4065.afm;security/CVE/VarelaVaca2020-2008-4065;180.0;159.0;6.0;138.0;2.49275362318841;0.766666666666667;0.866666666666667;5.0;8.52380952380952;3746.0;7685.0;0.487443070917372;0.0444444444444444;3710.0;True;1.0;1.0;6;3531.0;3458.0
CVE;VarelaVaca2020;False;2008-4067;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-4067.afm;security/CVE/VarelaVaca2020-2008-4067;184.0;160.0;7.0;259.0;2.65637065637066;1.40760869565217;0.875;5.0;7.625;3896.0;7993.0;0.487426498185913;0.0652173913043478;3856.0;True;1.0;1.0;7;3673.0;3580.0
CVE;VarelaVaca2020;False;2008-4068;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-4068.afm;security/CVE/VarelaVaca2020-2008-4068;180.0;159.0;6.0;138.0;2.49275362318841;0.766666666666667;0.866666666666667;5.0;8.52380952380952;3746.0;7685.0;0.487443070917372;0.0444444444444444;3710.0;True;1.0;1.0;6;3531.0;3402.0
CVE;VarelaVaca2020;False;2008-4069;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-4069.afm;security/CVE/VarelaVaca2020-2008-4069;114.0;103.0;4.0;91.0;2.15384615384615;0.798245614035088;0.859649122807017;5.0;10.2727272727273;2726.0;5556.0;0.490640748740101;0.93859649122807;2709.0;True;7.0;7.0;396;2596.0;2574.0
CVE;VarelaVaca2020;False;2008-4107;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-4107.afm;security/CVE/VarelaVaca2020-2008-4107;170.0;162.0;4.0;134.0;10.2910447761194;0.788235294117647;0.941176470588235;5.0;21.125;9866.0;20525.0;0.48068209500609;0.941176470588235;9546.0;True;10.0;10.0;1192;9377.0;9222.0
CVE;VarelaVaca2020;False;2008-5013;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-5013.afm;security/CVE/VarelaVaca2020-2008-5013;117.0;106.0;4.0;95.0;2.34736842105263;0.811965811965812;0.897435897435897;5.0;10.5454545454545;2834.0;5787.0;0.489718334197339;0.94017094017094;2815.0;True;7.0;7.0;408;2699.0;2604.0
CVE;VarelaVaca2020;False;2008-5016;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-5016.afm;security/CVE/VarelaVaca2020-2008-5016;175.0;161.0;4.0;140.0;2.57142857142857;0.8;0.897142857142857;5.0;12.4285714285714;4217.0;8635.0;0.488361320208454;0.96;4184.0;True;7.0;7.0;644;4010.0;3864.0
