Name;Origin;Domain;Format;Extension;Year;Keywords;Hierarchy;Versions;VersionRange;Variants;Source;Publication;Path;DescribingPath;NumberOfFeatures;NumberOfLeafFeatures;NumberOfTopFeatures;Number_Constraints;AverageConstraintSize;CtcDensity;FeaturesInConstraintsDensity;TreeDepth;AverageNumberOfChildren;NumberOfAlternatives;NumberOfOrs;NumberOfClauses;NumberOfLiterals;NumberOfUnitClauses;NumberOfTwoClauses;ClauseDensity;NumberOfTautologies;NumberOfRedundantConstraints;ConnectivityDensity;Void;Number_CORE;Number_Dead;RatioOptionalFeatures;NumberOfFalseOptionalFeatures;NumberOfOptionalFeatures;NumberOfValidConfigurationsLog;SimpleCyclomaticComplexity;IndependentCyclomaticComplexity
mb93093;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/mb93093/Berger2013.json;systems_software/mb93093/Berger2013;1231.0;1230.0;1230.0;3083.0;2.67109957833279;2.50446791226645;0.999187652315191;2.0;1230.0;0.0;0.0;4314.0;9821.0;11;3536;0.439262804195092;0;1400;3068;1;26;0;0.978878960194963;25;1205;289;1831;1653
mbx;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/mbx/Passos2011.json;systems_software/mbx/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mbx;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/mbx/Knüppel2017.json;systems_software/mbx/Knüppel2017;1308.0;1003.0;31.0;889.0;3.01574803149606;0.679663608562691;0.824923547400612;7.0;4.28524590163934;12.0;0.0;3048.0;6243.0;10;2899;0.488226814031716;6;365;1957;1;6;38;0.966360856269113;178;1264;134;648;621
mbx;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/mbx/Berger2013.json;systems_software/mbx/Berger2013;1296.0;1295.0;1295.0;3218.0;2.64356743318832;2.48302469135802;0.999228395061728;2.0;1295.0;0.0;0.0;4514.0;10223.0;10;3736;0.441553360070429;0;1452;3220;1;26;0;0.979938271604938;25;1270;?;1917;1745
mcb2100;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/mcb2100/Passos2011.json;systems_software/mcb2100/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mcb2100;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/mcb2100/Knüppel2017.json;systems_software/mcb2100/Knüppel2017;1262.0;958.0;32.0;882.0;3.07596371882086;0.698890649762282;0.839936608557845;7.0;4.14802631578947;12.0;0.0;2959.0;6100.0;13;2785;0.485081967213115;6;353;1917;1;6;57;0.950079239302694;189;1199;125;654;625
mcb2100;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/mcb2100/Berger2013.json;systems_software/mcb2100/Berger2013;1250.0;1249.0;1249.0;3824.0;3.91997907949791;3.0592;0.9992;2.0;1249.0;0.0;0.0;5074.0;13552.0;13;3600;0.374409681227863;0;2120;3137;1;28;0;0.9776;27;1222;?;1881;1708
moab;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/moab/Passos2011.json;systems_software/moab/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
moab;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/moab/Knüppel2017.json;systems_software/moab/Knüppel2017;1291.0;972.0;31.0;917.0;2.97928026172301;0.710302091402014;0.836560805577072;7.0;4.04388714733542;13.0;0.0;3039.0;6243.0;9;2880;0.486785199423354;6;378;1970;1;6;39;0.965143299767622;179;1246;129;678;645
moab;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/moab/Berger2013.json;systems_software/moab/Berger2013;1278.0;1277.0;1277.0;3249.0;2.66358879655279;2.54225352112676;0.999217527386541;2.0;1277.0;0.0;0.0;4527.0;10302.0;9;3712;0.439429237041351;0;1480;3212;1;25;0;0.980438184663537;24;1253;?;1927;1745
mpc50;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/mpc50/Passos2011.json;systems_software/mpc50/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mpc50;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/mpc50/Knüppel2017.json;systems_software/mpc50/Knüppel2017;1226.0;931.0;33.0;863.0;3.0486674391657;0.703915171288744;0.835236541598695;7.0;4.15254237288136;12.0;0.0;2865.0;5905.0;13;2697;0.485182049110923;6;344;1859;1;12;57;0.943719412724307;185;1157;123;632;603
mpc50;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/mpc50/Berger2013.json;systems_software/mpc50/Berger2013;1214.0;1213.0;1213.0;3728.0;3.9549356223176;3.07084019769357;0.999176276771005;2.0;1213.0;0.0;0.0;4942.0;13256.0;13;3494;0.372812311406156;0;2075;3042;1;28;0;0.976935749588138;27;1186;?;1822;1655
nano;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/nano/Passos2011.json;systems_software/nano/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nano;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/nano/Knüppel2017.json;systems_software/nano/Knüppel2017;1278.0;962.0;33.0;911.0;3.0450054884742;0.71283255086072;0.84037558685446;8.0;4.04113924050633;12.0;0.0;3005.0;6194.0;16;2825;0.485146916370681;6;363;1947;1;6;32;0.970266040688576;179;1240;128;668;635
nano;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/nano/Berger2013.json;systems_software/nano/Berger2013;1266.0;1265.0;1265.0;3870.0;3.89922480620155;3.05687203791469;0.999210110584518;2.0;1265.0;0.0;0.0;5136.0;13680.0;16;3654;0.375438596491228;0;2131;3182;1;28;0;0.977883096366509;27;1238;?;1910;1725
npwr;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/npwr/Passos2011.json;systems_software/npwr/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
npwr;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/npwr/Knüppel2017.json;systems_software/npwr/Knüppel2017;1271.0;962.0;35.0;898.0;3.04899777282851;0.706530291109363;0.837136113296617;7.0;4.11003236245955;12.0;0.0;2976.0;6133.0;13;2803;0.485243763248003;6;359;1931;1;6;44;0.96066089693155;184;1221;128;659;628
npwr;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/npwr/Berger2013.json;systems_software/npwr/Berger2013;1259.0;1258.0;1258.0;3822.0;3.90999476713762;3.03574265289913;0.999205718824464;2.0;1258.0;0.0;0.0;5081.0;13542.0;13;3626;0.375203071924383;0;2101;3157;1;28;0;0.977760127084988;27;1231;?;1892;1712
ocelot;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/ocelot/Passos2011.json;systems_software/ocelot/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ocelot;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/ocelot/Knüppel2017.json;systems_software/ocelot/Knüppel2017;1279.0;974.0;32.0;872.0;2.9644495412844;0.681782642689601;0.81391712275215;7.0;4.19016393442623;12.0;0.0;2936.0;6017.0;12;2785;0.487950806049526;6;351;1915;1;6;48;0.957779515246286;180;1225;135;635;611
ocelot;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/ocelot/Berger2013.json;systems_software/ocelot/Berger2013;1267.0;1266.0;1266.0;3141.0;2.65870741801974;2.47908445146014;0.999210734017364;2.0;1266.0;0.0;0.0;4408.0;10009.0;12;3628;0.440403636726946;0;1422;3148;1;28;0;0.977900552486188;27;1239;298;1874;1699
olpce2294;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/olpce2294/Passos2011.json;systems_software/olpce2294/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
olpce2294;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/olpce2294/Knüppel2017.json;systems_software/olpce2294/Knüppel2017;1287.0;976.0;32.0;904.0;3.07522123893805;0.702408702408702;0.843822843822844;7.0;4.13504823151125;12.0;0.0;3023.0;6233.0;12;2847;0.484999197818065;6;360;1956;1;6;43;0.961926961926962;189;1238;127;668;633
olpce2294;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/olpce2294/Berger2013.json;systems_software/olpce2294/Berger2013;1275.0;1274.0;1274.0;3881.0;3.89461479000258;3.04392156862745;0.99921568627451;2.0;1274.0;0.0;0.0;5156.0;13723.0;12;3678;0.375719594840778;0;2137;3201;1;27;0;0.978823529411765;26;1248;?;1920;1733
olpch2294;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/olpch2294/Passos2011.json;systems_software/olpch2294/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
olpch2294;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/olpch2294/Knüppel2017.json;systems_software/olpch2294/Knüppel2017;1274.0;968.0;32.0;890.0;3.08314606741573;0.698587127158556;0.842229199372057;7.0;4.16013071895425;12.0;0.0;2990.0;6163.0;13;2815;0.485153334415058;6;356;1933;1;6;57;0.95054945054945;192;1211;126;658;625
olpch2294;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/olpch2294/Berger2013.json;systems_software/olpch2294/Berger2013;1262.0;1261.0;1261.0;3851.0;3.90755647883667;3.05150554675119;0.999207606973059;2.0;1261.0;0.0;0.0;5113.0;13632.0;13;3637;0.375073356807512;0;2132;3165;1;28;0;0.977812995245642;27;1234;?;1897;1717
olpcl2294;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/olpcl2294/Passos2011.json;systems_software/olpcl2294/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
olpcl2294;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/olpcl2294/Knüppel2017.json;systems_software/olpcl2294/Knüppel2017;1286.0;975.0;32.0;902.0;3.07649667405765;0.701399688958009;0.843701399688958;7.0;4.13183279742765;12.0;0.0;3020.0;6226.0;13;2843;0.485062640539672;6;359;1952;1;6;43;0.961897356143079;187;1237;128;665;631
olpcl2294;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/olpcl2294/Berger2013.json;systems_software/olpcl2294/Berger2013;1274.0;1273.0;1273.0;3878.0;3.89582258896338;3.04395604395604;0.999215070643642;2.0;1273.0;0.0;0.0;5152.0;13714.0;13;3673;0.375674493218609;0;2139;3196;1;28;0;0.978021978021978;27;1246;?;1916;1728
p2106;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/p2106/Passos2011.json;systems_software/p2106/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
p2106;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/p2106/Knüppel2017.json;systems_software/p2106/Knüppel2017;1262.0;958.0;32.0;882.0;3.07596371882086;0.698890649762282;0.839936608557845;7.0;4.14802631578947;12.0;0.0;2956.0;6094.0;13;2782;0.485067279291106;6;352;1917;1;6;57;0.950079239302694;192;1199;125;654;625
p2106;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/p2106/Berger2013.json;systems_software/p2106/Berger2013;1250.0;1249.0;1249.0;3824.0;3.91997907949791;3.0592;0.9992;2.0;1249.0;0.0;0.0;5074.0;13552.0;13;3600;0.374409681227863;0;2120;3137;1;28;0;0.9776;27;1222;?;1881;1708
pati;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/pati/Passos2011.json;systems_software/pati/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pati;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/pati/Knüppel2017.json;systems_software/pati/Knüppel2017;1261.0;963.0;30.0;866.0;3.02771362586605;0.686756542426646;0.837430610626487;7.0;4.22818791946309;12.0;0.0;2955.0;6068.0;8;2800;0.486980883322347;6;356;1914;1;6;49;0.956383822363204;176;1206;127;652;621
pati;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/pati/Berger2013.json;systems_software/pati/Berger2013;1249.0;1248.0;1248.0;3266.0;2.71800367421923;2.61489191353082;0.99919935948759;2.0;1248.0;0.0;0.0;4515.0;10455.0;8;3608;0.431850789096126;0;1564;3177;1;24;0;0.980784627702162;23;1225;?;1921;1740
pc_i82544;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/pc_i82544/Passos2011.json;systems_software/pc_i82544/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pc_i82544;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/pc_i82544/Knüppel2017.json;systems_software/pc_i82544/Knüppel2017;1272.0;958.0;31.0;885.0;2.97627118644068;0.695754716981132;0.835691823899371;7.0;4.04777070063694;12.0;0.0;2973.0;6090.0;12;2825;0.488177339901478;6;360;1913;1;6;38;0.965408805031447;179;1228;128;640;610
pc_i82544;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/pc_i82544/Berger2013.json;systems_software/pc_i82544/Berger2013;1260.0;1259.0;1259.0;3179.0;2.66404529726329;2.52301587301587;0.999206349206349;2.0;1259.0;0.0;0.0;4439.0;10093.0;12;3643;0.439809769146934;0;1453;3139;1;27;0;0.978571428571429;26;1233;?;1873;1694
pc_i82559;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/pc_i82559/Passos2011.json;systems_software/pc_i82559/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pc_i82559;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/pc_i82559/Knüppel2017.json;systems_software/pc_i82559/Knüppel2017;1272.0;958.0;31.0;885.0;2.97627118644068;0.695754716981132;0.835691823899371;7.0;4.04777070063694;12.0;0.0;2973.0;6090.0;12;2825;0.488177339901478;6;360;1913;1;6;38;0.965408805031447;179;1228;128;640;610
pc_i82559;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/pc_i82559/Berger2013.json;systems_software/pc_i82559/Berger2013;1260.0;1259.0;1259.0;3179.0;2.66404529726329;2.52301587301587;0.999206349206349;2.0;1259.0;0.0;0.0;4439.0;10093.0;12;3643;0.439809769146934;0;1453;3139;1;27;0;0.978571428571429;26;1233;?;1873;1694
pc_rltk8139;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/pc_rltk8139/Passos2011.json;systems_software/pc_rltk8139/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pc_rltk8139;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/pc_rltk8139/Knüppel2017.json;systems_software/pc_rltk8139/Knüppel2017;1270.0;956.0;31.0;886.0;2.98081264108352;0.697637795275591;0.836220472440945;7.0;4.04140127388535;12.0;0.0;2972.0;6092.0;11;2823;0.487852921864741;6;357;1915;1;6;24;0.976377952755906;171;1240;128;644;614
pc_rltk8139;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/pc_rltk8139/Berger2013.json;systems_software/pc_rltk8139/Berger2013;1258.0;1257.0;1257.0;3179.0;2.66624724756213;2.52702702702703;0.999205087440382;2.0;1257.0;0.0;0.0;4437.0;10094.0;11;3639;0.439568060233802;0;1449;3139;1;26;0;0.97933227344992;25;1232;?;1875;1697
pc_usb_d12;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/pc_usb_d12/Passos2011.json;systems_software/pc_usb_d12/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pc_usb_d12;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/pc_usb_d12/Knüppel2017.json;systems_software/pc_usb_d12/Knüppel2017;1294.0;975.0;32.0;910.0;2.96263736263736;0.703245749613601;0.838485316846986;7.0;4.05329153605016;12.0;0.0;3026.0;6206.0;13;2868;0.487592652271995;6;370;1976;1;6;53;0.954404945904173;188;1235;129;681;650
pc_usb_d12;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/pc_usb_d12/Berger2013.json;systems_software/pc_usb_d12/Berger2013;1282.0;1281.0;1281.0;3231.0;2.65552460538533;2.52028081123245;0.999219968798752;2.0;1281.0;0.0;0.0;4513.0;10250.0;13;3708;0.440292682926829;0;1465;3223;1;28;0;0.978159126365055;27;1254;?;1935;1758
pc_vmWare;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/pc_vmWare/Passos2011.json;systems_software/pc_vmWare/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pc_vmWare;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/pc_vmWare/Knüppel2017.json;systems_software/pc_vmWare/Knüppel2017;1268.0;955.0;31.0;884.0;2.97737556561086;0.697160883280757;0.838328075709779;7.0;4.04792332268371;12.0;0.0;2970.0;6084.0;12;2822;0.488165680473373;6;360;1908;1;6;38;0.965299684542587;177;1224;127;639;610
pc_vmWare;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/pc_vmWare/Berger2013.json;systems_software/pc_vmWare/Berger2013;1256.0;1255.0;1255.0;3174.0;2.6650913673598;2.52707006369427;0.999203821656051;2.0;1255.0;0.0;0.0;4430.0;10075.0;12;3634;0.43970223325062;0;1453;3130;1;27;0;0.978503184713376;26;1229;?;1868;1694
phycore;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/phycore/Passos2011.json;systems_software/phycore/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
phycore;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/phycore/Knüppel2017.json;systems_software/phycore/Knüppel2017;1287.0;985.0;32.0;892.0;3.04596412556054;0.693084693084693;0.82051282051282;7.0;4.25827814569536;12.0;0.0;2982.0;6144.0;13;2810;0.4853515625;6;360;1942;1;6;57;0.951048951048951;187;1224;134;654;623
phycore;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/phycore/Berger2013.json;systems_software/phycore/Berger2013;1275.0;1274.0;1274.0;3852.0;3.9055036344756;3.02117647058824;0.99921568627451;2.0;1274.0;0.0;0.0;5127.0;13656.0;13;3655;0.375439367311072;0;2119;3187;1;28;0;0.978039215686274;27;1247;?;1906;1733
phycore229x;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/phycore229x/Passos2011.json;systems_software/phycore229x/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
phycore229x;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/phycore229x/Knüppel2017.json;systems_software/phycore229x/Knüppel2017;1373.0;1055.0;33.0;932.0;3.11802575107296;0.678805535324108;0.826656955571741;7.0;4.31446540880503;12.0;0.0;3185.0;6562.0;14;3000;0.48537031392868;6;370;2063;1;6;90;0.930080116533139;222;1277;137;689;655
phycore229x;Berger2013;systems_software;DIMACS;json;2013;['CDL', 'Automatic'];False;0;;0;https://gsd.uwaterloo.ca/industrial-variability-modeling;https://doi.org/10.1109/TSE.2013.34;feature_models/original/systems_software/phycore229x/Berger2013.json;systems_software/phycore229x/Berger2013;1361.0;1360.0;1360.0;4026.0;3.82911077993045;2.95811903012491;0.999265246142542;2.0;1360.0;0.0;0.0;5387.0;14192.0;14;3898;0.379580045095829;0;2199;3393;1;29;0;0.978692138133725;28;1332;?;2026;1842
picasso;Passos2011;systems_software;Clafer;json;2011;['CDL', 'Automatic'];True;0;;0;https://gsd.uwaterloo.ca/FOSD11;https://doi.org/10.1145/2019136.2019139;feature_models/original/systems_software/picasso/Passos2011.json;systems_software/picasso/Passos2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;
picasso;Knüppel2017;systems_software;FeatureIDE;json;2017;['CDL', 'Automatic'];True;0;;0;https://github.com/AlexanderKnueppel/is-there-a-mismatch;https://doi.org/10.1145/3106237.3106252;feature_models/original/systems_software/picasso/Knüppel2017.json;systems_software/picasso/Knüppel2017;1261.0;951.0;33.0;899.0;3.03337041156841;0.712926249008723;0.838223632038065;7.0;4.06451612903226;12.0;0.0;2957.0;6094.0;14;2783;0.485231375123072;6;361;1918;1;6;54;0.952418715305313;185;1201;126;656;625
