Name;Origin;PartOfHistory;Version;Domain;Format;Extension;Year;Keywords;Hierarchy;Source;Publication;Path;DescribingPath;#Features;#LeafFeatures;#TopFeatures;#Constraints;AverageConstraintSize;CtcDensity;FeaturesInConstraintsDensity;RatioOptionalFeatures;ConnectivityDensity;TreeDepth;AverageNumberOfChildren;Valid;#CORE;#Dead;NumberOfValidConfigurations
CVE;VarelaVaca2020;False;2008-0416;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-0416.afm;security/CVE/VarelaVaca2020-2008-0416;151.0;137.0;4.0;118.0;2.5508474576271185;0.7814569536423841;0.8807947019867549;0.9536423841059604;2994.0;5.0;10.714285714285714;True;7.0;7.0;544
CVE;VarelaVaca2020;False;2008-0418;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-0418.afm;security/CVE/VarelaVaca2020-2008-0418;152.0;137.0;4.0;118.0;2.5508474576271185;0.7763157894736842;0.875;0.9539473684210528;2995.0;5.0;10.066666666666666;True;7.0;7.0;544
CVE;VarelaVaca2020;False;2008-0419;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-0419.afm;security/CVE/VarelaVaca2020-2008-0419;103.0;92.0;4.0;80.0;2.175;0.7766990291262136;0.8446601941747572;0.9320388349514565;2201.0;5.0;9.272727272727272;True;7.0;7.0;352
CVE;VarelaVaca2020;False;2008-0420;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-0420.afm;security/CVE/VarelaVaca2020-2008-0420;151.0;137.0;4.0;118.0;2.5508474576271185;0.7814569536423841;0.8807947019867549;0.9536423841059604;2994.0;5.0;10.714285714285714;True;7.0;7.0;544
CVE;VarelaVaca2020;False;2008-0592;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-0592.afm;security/CVE/VarelaVaca2020-2008-0592;103.0;92.0;4.0;80.0;2.175;0.7766990291262136;0.8446601941747572;0.9320388349514565;2201.0;5.0;9.272727272727272;True;7.0;7.0;352
CVE;VarelaVaca2020;False;2008-0593;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-0593.afm;security/CVE/VarelaVaca2020-2008-0593;114.0;103.0;4.0;91.0;2.1538461538461537;0.7982456140350878;0.8596491228070176;0.9385964912280702;2487.0;5.0;10.272727272727272;True;7.0;7.0;396
CVE;VarelaVaca2020;False;2008-1233;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-1233.afm;security/CVE/VarelaVaca2020-2008-1233;154.0;140.0;4.0;121.0;2.5371900826446283;0.7857142857142857;0.8831168831168831;0.9545454545454546;3117.0;5.0;10.928571428571429;True;7.0;7.0;556
CVE;VarelaVaca2020;False;2008-1234;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-1234.afm;security/CVE/VarelaVaca2020-2008-1234;154.0;140.0;4.0;121.0;2.5371900826446283;0.7857142857142857;0.8831168831168831;0.9545454545454546;3117.0;5.0;10.928571428571429;True;7.0;7.0;556
CVE;VarelaVaca2020;False;2008-1235;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-1235.afm;security/CVE/VarelaVaca2020-2008-1235;155.0;141.0;4.0;122.0;2.5327868852459017;0.7870967741935484;0.8838709677419355;0.9548387096774194;3157.0;5.0;11.0;True;7.0;7.0;560
CVE;VarelaVaca2020;False;2008-1236;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-1236.afm;security/CVE/VarelaVaca2020-2008-1236;154.0;140.0;4.0;121.0;2.5371900826446283;0.7857142857142857;0.8831168831168831;0.9545454545454546;3117.0;5.0;10.928571428571429;True;7.0;7.0;556
CVE;VarelaVaca2020;False;2008-1237;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-1237.afm;security/CVE/VarelaVaca2020-2008-1237;154.0;140.0;4.0;121.0;2.5371900826446283;0.7857142857142857;0.8831168831168831;0.9545454545454546;3117.0;5.0;10.928571428571429;True;7.0;7.0;556
CVE;VarelaVaca2020;False;2008-1238;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-1238.afm;security/CVE/VarelaVaca2020-2008-1238;105.0;94.0;4.0;82.0;2.1707317073170733;0.780952380952381;0.8476190476190476;0.9333333333333332;2285.0;5.0;9.454545454545457;True;7.0;7.0;360
CVE;VarelaVaca2020;False;2008-1240;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-1240.afm;security/CVE/VarelaVaca2020-2008-1240;105.0;94.0;4.0;82.0;2.1707317073170733;0.780952380952381;0.8476190476190476;0.9333333333333332;2285.0;5.0;9.454545454545457;True;7.0;7.0;360
CVE;VarelaVaca2020;False;2008-1241;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-1241.afm;security/CVE/VarelaVaca2020-2008-1241;105.0;94.0;4.0;82.0;2.1707317073170733;0.780952380952381;0.8476190476190476;0.9333333333333332;2285.0;5.0;9.454545454545457;True;7.0;7.0;360
CVE;VarelaVaca2020;False;2008-1380;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-1380.afm;security/CVE/VarelaVaca2020-2008-1380;164.0;150.0;4.0;129.0;2.62015503875969;0.7865853658536586;0.8902439024390244;0.9573170731707316;3452.0;5.0;11.642857142857142;True;7.0;7.0;600
CVE;VarelaVaca2020;False;2008-2785;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-2785.afm;security/CVE/VarelaVaca2020-2008-2785;161.0;147.0;4.0;128.0;2.5078125;0.7950310559006211;0.8881987577639752;0.9565217391304348;3464.0;5.0;11.428571428571429;True;7.0;7.0;584
CVE;VarelaVaca2020;False;2008-2798;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-2798.afm;security/CVE/VarelaVaca2020-2008-2798;164.0;150.0;4.0;131.0;2.49618320610687;0.7987804878048781;0.8902439024390244;0.9573170731707316;3569.0;5.0;11.642857142857142;True;7.0;7.0;596
CVE;VarelaVaca2020;False;2008-2799;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-2799.afm;security/CVE/VarelaVaca2020-2008-2799;164.0;150.0;4.0;131.0;2.49618320610687;0.7987804878048781;0.8902439024390244;0.9573170731707316;3569.0;5.0;11.642857142857142;True;7.0;7.0;596
CVE;VarelaVaca2020;False;2008-2801;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-2801.afm;security/CVE/VarelaVaca2020-2008-2801;108.0;97.0;4.0;85.0;2.164705882352941;0.7870370370370371;0.8518518518518519;0.9351851851851852;2436.0;5.0;9.727272727272728;True;7.0;7.0;372
CVE;VarelaVaca2020;False;2008-2802;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-2802.afm;security/CVE/VarelaVaca2020-2008-2802;164.0;150.0;4.0;131.0;2.49618320610687;0.7987804878048781;0.8902439024390244;0.9573170731707316;3569.0;5.0;11.642857142857142;True;7.0;7.0;596
CVE;VarelaVaca2020;False;2008-2803;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-2803.afm;security/CVE/VarelaVaca2020-2008-2803;164.0;150.0;4.0;131.0;2.49618320610687;0.7987804878048781;0.8902439024390244;0.9573170731707316;3569.0;5.0;11.642857142857142;True;7.0;7.0;596
CVE;VarelaVaca2020;False;2008-2805;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-2805.afm;security/CVE/VarelaVaca2020-2008-2805;108.0;97.0;4.0;85.0;2.164705882352941;0.7870370370370371;0.8518518518518519;0.9351851851851852;2436.0;5.0;9.727272727272728;True;7.0;7.0;372
CVE;VarelaVaca2020;False;2008-2807;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-2807.afm;security/CVE/VarelaVaca2020-2008-2807;108.0;97.0;4.0;85.0;2.164705882352941;0.7870370370370371;0.8518518518518519;0.9351851851851852;2436.0;5.0;9.727272727272728;True;7.0;7.0;372
CVE;VarelaVaca2020;False;2008-2810;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-2810.afm;security/CVE/VarelaVaca2020-2008-2810;108.0;97.0;4.0;85.0;2.164705882352941;0.7870370370370371;0.8518518518518519;0.9351851851851852;2436.0;5.0;9.727272727272728;True;7.0;7.0;372
CVE;VarelaVaca2020;False;2008-2811;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-2811.afm;security/CVE/VarelaVaca2020-2008-2811;164.0;150.0;4.0;131.0;2.49618320610687;0.7987804878048781;0.8902439024390244;0.9573170731707316;3569.0;5.0;11.642857142857142;True;7.0;7.0;596
CVE;VarelaVaca2020;False;2008-3835;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-3835.afm;security/CVE/VarelaVaca2020-2008-3835;192.0;178.0;4.0;158.0;2.430379746835443;0.8229166666666666;0.90625;0.9635416666666666;5049.0;5.0;13.642857142857142;True;7.0;7.0;708
CVE;VarelaVaca2020;False;2008-3837;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-3837.afm;security/CVE/VarelaVaca2020-2008-3837;129.0;111.0;6.0;97.0;2.1752577319587627;0.751937984496124;0.8294573643410853;0.0620155038759689;2797.0;5.0;7.111111111111111;True;1.0;1.0;6
CVE;VarelaVaca2020;False;2008-4058;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-4058.afm;security/CVE/VarelaVaca2020-2008-4058;180.0;159.0;6.0;138.0;2.4927536231884058;0.7666666666666667;0.8666666666666667;0.0444444444444444;3710.0;5.0;8.523809523809524;True;1.0;1.0;6
CVE;VarelaVaca2020;False;2008-4060;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-4060.afm;security/CVE/VarelaVaca2020-2008-4060;194.0;180.0;4.0;160.0;2.425;0.8247422680412371;0.9072164948453608;0.963917525773196;5188.0;5.0;13.785714285714286;True;7.0;7.0;716
CVE;VarelaVaca2020;False;2008-4061;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-4061.afm;security/CVE/VarelaVaca2020-2008-4061;180.0;159.0;6.0;138.0;2.4927536231884058;0.7666666666666667;0.8666666666666667;0.0444444444444444;3710.0;5.0;8.523809523809524;True;1.0;1.0;6
CVE;VarelaVaca2020;False;2008-4062;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-4062.afm;security/CVE/VarelaVaca2020-2008-4062;180.0;159.0;6.0;138.0;2.4927536231884058;0.7666666666666667;0.8666666666666667;0.0444444444444444;3710.0;5.0;8.523809523809524;True;1.0;1.0;6
CVE;VarelaVaca2020;False;2008-4065;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-4065.afm;security/CVE/VarelaVaca2020-2008-4065;180.0;159.0;6.0;138.0;2.4927536231884058;0.7666666666666667;0.8666666666666667;0.0444444444444444;3710.0;5.0;8.523809523809524;True;1.0;1.0;6
CVE;VarelaVaca2020;False;2008-4067;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-4067.afm;security/CVE/VarelaVaca2020-2008-4067;184.0;160.0;7.0;259.0;2.6563706563706564;1.4076086956521738;0.875;0.0652173913043478;3856.0;5.0;7.625;True;1.0;1.0;7
CVE;VarelaVaca2020;False;2008-4068;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-4068.afm;security/CVE/VarelaVaca2020-2008-4068;180.0;159.0;6.0;138.0;2.4927536231884058;0.7666666666666667;0.8666666666666667;0.0444444444444444;3710.0;5.0;8.523809523809524;True;1.0;1.0;6
CVE;VarelaVaca2020;False;2008-4069;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-4069.afm;security/CVE/VarelaVaca2020-2008-4069;114.0;103.0;4.0;91.0;2.1538461538461537;0.7982456140350878;0.8596491228070176;0.9385964912280702;2709.0;5.0;10.272727272727272;True;7.0;7.0;396
CVE;VarelaVaca2020;False;2008-4107;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-4107.afm;security/CVE/VarelaVaca2020-2008-4107;170.0;162.0;4.0;134.0;10.291044776119405;0.788235294117647;0.9411764705882352;0.9411764705882352;9546.0;5.0;21.125;True;10.0;10.0;1192
CVE;VarelaVaca2020;False;2008-5013;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-5013.afm;security/CVE/VarelaVaca2020-2008-5013;117.0;106.0;4.0;95.0;2.347368421052632;0.811965811965812;0.8974358974358975;0.9401709401709402;2815.0;5.0;10.545454545454543;True;7.0;7.0;408
CVE;VarelaVaca2020;False;2008-5016;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-5016.afm;security/CVE/VarelaVaca2020-2008-5016;175.0;161.0;4.0;140.0;2.571428571428572;0.8;0.8971428571428571;0.96;4184.0;5.0;12.428571428571429;True;7.0;7.0;644
CVE;VarelaVaca2020;False;2008-5500;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-5500.afm;security/CVE/VarelaVaca2020-2008-5500;103.0;82.0;6.0;65.0;2.276923076923077;0.6310679611650486;0.7378640776699029;0.0776699029126213;818.0;5.0;4.857142857142857;True;1.0;1.0;6
CVE;VarelaVaca2020;False;2008-5503;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-5503.afm;security/CVE/VarelaVaca2020-2008-5503;169.0;155.0;4.0;136.0;2.4779411764705883;0.8047337278106509;0.893491124260355;0.9585798816568049;3802.0;5.0;12.0;True;7.0;7.0;616
CVE;VarelaVaca2020;False;2008-5506;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-5506.afm;security/CVE/VarelaVaca2020-2008-5506;103.0;82.0;6.0;65.0;2.276923076923077;0.6310679611650486;0.7378640776699029;0.0776699029126213;818.0;5.0;4.857142857142857;True;1.0;1.0;6
CVE;VarelaVaca2020;False;2008-5507;security;SXFM;afm;2020;[];True;https://github.com/IDEA-Research-Group/AMADEUS;https://doi.org/10.1145/3382025.3414952;feature_models/original/security/CVE/VarelaVaca2020-2008-5507.afm;security/CVE/VarelaVaca2020-2008-5507;103.0;82.0;6.0;65.0;2.276923076923077;0.6310679611650486;0.7378640776699029;0.0776699029126213;818.0;5.0;4.857142857142857;True;1.0;1.0;6
